waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
setahun lalu,"Lokasi: Berada di seberang masjid jami' wonosobo Fasilitasnya: Taman bermain, pendopo, penjual makanan pedagang kaki lima di",Lokasi Berada di seberang masjid jami wonosobo Fasilitasnya Taman bermain pendopo penjual makanan pedagang kaki lima di,lokasi berada di seberang masjid jami wonosobo fasilitasnya taman bermain pendopo penjual makanan pedagang kaki lima di,lokasi berada di seberang masjid jami wonosobo fasilitasnya taman bermain pendopo penjual makanan pedagang kaki lima di,"['lokasi', 'berada', 'di', 'seberang', 'masjid', 'jami', 'wonosobo', 'fasilitasnya', 'taman', 'bermain', 'pendopo', 'penjual', 'makanan', 'pedagang', 'kaki', 'lima', 'di']","['lokasi', 'seberang', 'masjid', 'jami', 'wonosobo', 'fasilitasnya', 'taman', 'bermain', 'pendopo', 'penjual', 'makanan', 'pedagang', 'kaki']",lokasi seberang masjid jam wonosobo fasilitas taman main pendopo jual makan dagang kaki
setahun lalu,Malam tahun baru 2024 singgah di Wonosobo . Lumayan dingin juga,Malam tahun baru  singgah di Wonosobo  Lumayan dingin juga,malam tahun baru  singgah di wonosobo  lumayan dingin juga,malam tahun baru singgah di wonosobo lumayan dingin juga,"['malam', 'tahun', 'baru', 'singgah', 'di', 'wonosobo', 'lumayan', 'dingin', 'juga']","['malam', 'singgah', 'wonosobo', 'lumayan', 'dingin']",malam singgah wonosobo lumayan dingin
setahun lalu,cuma numpang lewat,cuma numpang lewat,cuma numpang lewat,cuma numpang lewat,"['cuma', 'numpang', 'lewat']",['numpang'],numpang
setahun lalu,"Alun-alun dengan view pengunungan. Di sekeliling nya banyak tempat makan. Minggu pagi, cobain sarapan nasi menggono nya. terus jalan muterin alun alun atau sekedar duduk2 sambil ngobrol, ngelamun.",Alunalun dengan view pengunungan Di sekeliling nya banyak tempat makan Minggu pagi cobain sarapan nasi menggono nya terus jalan muterin alun alun atau sekedar duduk sambil ngobrol ngelamun,alunalun dengan view pengunungan di sekeliling nya banyak tempat makan minggu pagi cobain sarapan nasi menggono nya terus jalan muterin alun alun atau sekedar duduk sambil ngobrol ngelamun,dengan view pengunungan di sekeliling ya banyak tempat makan minggu pagi mencoba sarapan nasi menggono ya terus jalan muterin alun alun atau sekedar duduk sambil mengobrol ngelamun,"['dengan', 'view', 'pengunungan', 'di', 'sekeliling', 'ya', 'banyak', 'tempat', 'makan', 'minggu', 'pagi', 'mencoba', 'sarapan', 'nasi', 'menggono', 'ya', 'terus', 'jalan', 'muterin', 'alun', 'alun', 'atau', 'sekedar', 'duduk', 'sambil', 'mengobrol', 'ngelamun']","['view', 'pengunungan', 'sekeliling', 'ya', 'makan', 'minggu', 'pagi', 'mencoba', 'sarapan', 'nasi', 'menggono', 'ya', 'jalan', 'muterin', 'alun', 'alun', 'sekedar', 'duduk', 'mengobrol', 'ngelamun']",view pengunungan keliling ya makan minggu pagi coba sarap nasi menggono ya jalan muterin alun alun dar duduk obrol ngelamun
setahun lalu,Kuliner di sekitar wonosobo sangat banyak ..salah satunya bebek slamet . Jika Anda ingin berkunjung ke Dieng bisa intip ig saya di Ann hendriana dan fb Annhendriana terimakasih 🙏,Kuliner di sekitar wonosobo sangat banyak salah satunya bebek slamet  Jika Anda ingin berkunjung ke Dieng bisa intip ig saya di Ann hendriana dan fb Annhendriana terimakasih ,kuliner di sekitar wonosobo sangat banyak salah satunya bebek slamet  jika anda ingin berkunjung ke dieng bisa intip ig saya di ann hendriana dan fb annhendriana terimakasih ,kuliner di sekitar wonosobo sangat banyak salah satunya bebek selamat jika anda ingin berkunjung ke dieng bisa intip ig saya di ann hendriana dan fb annhendriana terimakasih,"['kuliner', 'di', 'sekitar', 'wonosobo', 'sangat', 'banyak', 'salah', 'satunya', 'bebek', 'selamat', 'jika', 'anda', 'ingin', 'berkunjung', 'ke', 'dieng', 'bisa', 'intip', 'ig', 'saya', 'di', 'ann', 'hendriana', 'dan', 'fb', 'annhendriana', 'terimakasih']","['kuliner', 'wonosobo', 'salah', 'satunya', 'bebek', 'selamat', 'berkunjung', 'dieng', 'intip', 'ig', 'ann', 'hendriana', 'fb', 'annhendriana', 'terimakasih']",kuliner wonosobo salah satu bebek selamat kunjung dieng intip ig ann hendriana fb annhendriana terimakasih
setahun lalu,"Kebetulan pas Tahun baru ada Konser disana, pokok nya seru banyak jual makanan....",Kebetulan pas Tahun baru ada Konser disana pokok nya seru banyak jual makanan,kebetulan pas tahun baru ada konser disana pokok nya seru banyak jual makanan,kebetulan pas tahun baru ada konser disana pokok ya seru banyak jual makanan,"['kebetulan', 'pas', 'tahun', 'baru', 'ada', 'konser', 'disana', 'pokok', 'ya', 'seru', 'banyak', 'jual', 'makanan']","['pas', 'konser', 'disana', 'pokok', 'ya', 'seru', 'jual', 'makanan']",pas konser sana pokok ya seru jual makan
setahun lalu,"Alun alun Wonosobo tempatnya enak sejuk rimbun pepohonan untuk bersantai apalagi kalau hari minggu, selain itu banyak mainan anak anak dan jajanan kuliner semua ada harganya pun terjangkau",Alun alun Wonosobo tempatnya enak sejuk rimbun pepohonan untuk bersantai apalagi kalau hari minggu selain itu banyak mainan anak anak dan jajanan kuliner semua ada harganya pun terjangkau,alun alun wonosobo tempatnya enak sejuk rimbun pepohonan untuk bersantai apalagi kalau hari minggu selain itu banyak mainan anak anak dan jajanan kuliner semua ada harganya pun terjangkau,alun alun wonosobo tempatnya enak sejuk rimbun pepohonan untuk bersantai apalagi kalau hari minggu selain itu banyak mainan anak anak dan jajanan kuliner semua ada harganya pun terjangkau,"['alun', 'alun', 'wonosobo', 'tempatnya', 'enak', 'sejuk', 'rimbun', 'pepohonan', 'untuk', 'bersantai', 'apalagi', 'kalau', 'hari', 'minggu', 'selain', 'itu', 'banyak', 'mainan', 'anak', 'anak', 'dan', 'jajanan', 'kuliner', 'semua', 'ada', 'harganya', 'pun', 'terjangkau']","['alun', 'alun', 'wonosobo', 'tempatnya', 'enak', 'sejuk', 'rimbun', 'pepohonan', 'bersantai', 'minggu', 'mainan', 'anak', 'anak', 'jajanan', 'kuliner', 'harganya', 'terjangkau']",alun alun wonosobo tempat enak sejuk rimbun pohon santa minggu main anak anak jajan kuliner harga jangkau
setahun lalu,adem nyaman dan masyarakatnya ramah,adem nyaman dan masyarakatnya ramah,adem nyaman dan masyarakatnya ramah,adem nyaman dan masyarakatnya ramah,"['adem', 'nyaman', 'dan', 'masyarakatnya', 'ramah']","['adem', 'nyaman', 'masyarakatnya', 'ramah']",adem nyaman masyarakat ramah
setahun lalu,Bagus dan asri hanya pengunjung perlu jaga kebersihan lagi 🥰 …,Bagus dan asri hanya pengunjung perlu jaga kebersihan lagi  ,bagus dan asri hanya pengunjung perlu jaga kebersihan lagi  ,bagus dan asri hanya pengunjung perlu jaga kebersihan lagi,"['bagus', 'dan', 'asri', 'hanya', 'pengunjung', 'perlu', 'jaga', 'kebersihan', 'lagi']","['bagus', 'asri', 'pengunjung', 'jaga', 'kebersihan']",bagus asri unjung jaga bersih
setahun lalu,mantap bos,mantap bos,mantap bos,mantap bos,"['mantap', 'bos']","['mantap', 'bos']",mantap bos
setahun lalu,"Tempat yang adem, santai, dan nyaman untuk nongkrong, arus jalan yang hanya satu arah akan menghindarkan dari kemacetan, lumayan banyak pedagang disekeliling alun alun",Tempat yang adem santai dan nyaman untuk nongkrong arus jalan yang hanya satu arah akan menghindarkan dari kemacetan lumayan banyak pedagang disekeliling alun alun,tempat yang adem santai dan nyaman untuk nongkrong arus jalan yang hanya satu arah akan menghindarkan dari kemacetan lumayan banyak pedagang disekeliling alun alun,tempat yang adem santai dan nyaman untuk nongkrong arus jalan yang hanya satu arah akan menghindarkan dari kemacetan lumayan banyak pedagang disekeliling alun alun,"['tempat', 'yang', 'adem', 'santai', 'dan', 'nyaman', 'untuk', 'nongkrong', 'arus', 'jalan', 'yang', 'hanya', 'satu', 'arah', 'akan', 'menghindarkan', 'dari', 'kemacetan', 'lumayan', 'banyak', 'pedagang', 'disekeliling', 'alun', 'alun']","['adem', 'santai', 'nyaman', 'nongkrong', 'arus', 'jalan', 'arah', 'menghindarkan', 'kemacetan', 'lumayan', 'pedagang', 'disekeliling', 'alun', 'alun']",adem santai nyaman nongkrong arus jalan arah hindar macet lumayan dagang keliling alun alun
setahun lalu,Ramai untuk tempat wisata keluarga di sekitaran Wonosobo,Ramai untuk tempat wisata keluarga di sekitaran Wonosobo,ramai untuk tempat wisata keluarga di sekitaran wonosobo,ramai untuk tempat wisata keluarga di sekitaran wonosobo,"['ramai', 'untuk', 'tempat', 'wisata', 'keluarga', 'di', 'sekitaran', 'wonosobo']","['ramai', 'wisata', 'keluarga', 'sekitaran', 'wonosobo']",ramai wisata keluarga sekitar wonosobo
setahun lalu,"Dingin dingin sejuk,  matap,  bagus,  tenang.  Wonosobo asri banget👍👍👍 …",Dingin dingin sejuk  matap  bagus  tenang  Wonosobo asri banget ,dingin dingin sejuk  matap  bagus  tenang  wonosobo asri banget ,dingin dingin sejuk matap bagus tenang wonosobo asri banget,"['dingin', 'dingin', 'sejuk', 'matap', 'bagus', 'tenang', 'wonosobo', 'asri', 'banget']","['dingin', 'dingin', 'sejuk', 'matap', 'bagus', 'tenang', 'wonosobo', 'asri', 'banget']",dingin dingin sejuk matap bagus tenang wonosobo asri banget
setahun lalu,"Menarik,nyaman, ASRI",Menariknyaman ASRI,menariknyaman asri,menariknyaman asri,"['menariknyaman', 'asri']","['menariknyaman', 'asri']",menariknyaman asri
setahun lalu,Tempat yang nyaman sejuk dan Cocok dipakai buat jalan santai apalagi buat jogging,Tempat yang nyaman sejuk dan Cocok dipakai buat jalan santai apalagi buat jogging,tempat yang nyaman sejuk dan cocok dipakai buat jalan santai apalagi buat jogging,tempat yang nyaman sejuk dan cocok dipakai buat jalan santai apalagi buat jogging,"['tempat', 'yang', 'nyaman', 'sejuk', 'dan', 'cocok', 'dipakai', 'buat', 'jalan', 'santai', 'apalagi', 'buat', 'jogging']","['nyaman', 'sejuk', 'cocok', 'dipakai', 'jalan', 'santai', 'jogging']",nyaman sejuk cocok pakai jalan santai jogging
setahun lalu,"Tempat bersih, dan asri",Tempat bersih dan asri,tempat bersih dan asri,tempat bersih dan asri,"['tempat', 'bersih', 'dan', 'asri']","['bersih', 'asri']",bersih asri
setahun lalu,"Seru buat berburu makan atau jajanan, murah murah dan enak",Seru buat berburu makan atau jajanan murah murah dan enak,seru buat berburu makan atau jajanan murah murah dan enak,seru buat berburu makan atau jajanan murah murah dan enak,"['seru', 'buat', 'berburu', 'makan', 'atau', 'jajanan', 'murah', 'murah', 'dan', 'enak']","['seru', 'berburu', 'makan', 'jajanan', 'murah', 'murah', 'enak']",seru buru makan jajan murah murah enak
setahun lalu,Masuk ke menu utama,Masuk ke menu utama,masuk ke menu utama,masuk ke menu utama,"['masuk', 'ke', 'menu', 'utama']","['masuk', 'menu', 'utama']",masuk menu utama
setahun lalu,"Keren, menyambut tahun baru 2024 Pemda setempat masih memikirkan untuk menghibur rakyat nya",Keren menyambut tahun baru  Pemda setempat masih memikirkan untuk menghibur rakyat nya,keren menyambut tahun baru  pemda setempat masih memikirkan untuk menghibur rakyat nya,keren menyambut tahun baru pemda setempat masih memikirkan untuk menghibur rakyat ya,"['keren', 'menyambut', 'tahun', 'baru', 'pemda', 'setempat', 'masih', 'memikirkan', 'untuk', 'menghibur', 'rakyat', 'ya']","['keren', 'menyambut', 'pemda', 'memikirkan', 'menghibur', 'rakyat', 'ya']",keren sambut pemda pikir hibur rakyat ya
setahun lalu,Bagus ramai bertemu teman,Bagus ramai bertemu teman,bagus ramai bertemu teman,bagus ramai bertemu teman,"['bagus', 'ramai', 'bertemu', 'teman']","['bagus', 'ramai', 'bertemu', 'teman']",bagus ramai temu teman
setahun lalu,"Adem, banyak kuliner Wonosobo yang bisa dicoba, banyak mainan anak anak yang bisa di sewa, anak anak betah main disini",Adem banyak kuliner Wonosobo yang bisa dicoba banyak mainan anak anak yang bisa di sewa anak anak betah main disini,adem banyak kuliner wonosobo yang bisa dicoba banyak mainan anak anak yang bisa di sewa anak anak betah main disini,adem banyak kuliner wonosobo yang bisa dicoba banyak mainan anak anak yang bisa di sewa anak anak betah main disini,"['adem', 'banyak', 'kuliner', 'wonosobo', 'yang', 'bisa', 'dicoba', 'banyak', 'mainan', 'anak', 'anak', 'yang', 'bisa', 'di', 'sewa', 'anak', 'anak', 'betah', 'main', 'disini']","['adem', 'kuliner', 'wonosobo', 'dicoba', 'mainan', 'anak', 'anak', 'sewa', 'anak', 'anak', 'betah', 'main']",adem kuliner wonosobo coba main anak anak sewa anak anak betah main
setahun lalu,Bagus enak buat nongkrong,Bagus enak buat nongkrong,bagus enak buat nongkrong,bagus enak buat nongkrong,"['bagus', 'enak', 'buat', 'nongkrong']","['bagus', 'enak', 'nongkrong']",bagus enak nongkrong
setahun lalu,"Setiap akhir pekan selalu ramai, jadi pusat kuliner Wonosobo",Setiap akhir pekan selalu ramai jadi pusat kuliner Wonosobo,setiap akhir pekan selalu ramai jadi pusat kuliner wonosobo,setiap akhir pekan selalu ramai jadi pusat kuliner wonosobo,"['setiap', 'akhir', 'pekan', 'selalu', 'ramai', 'jadi', 'pusat', 'kuliner', 'wonosobo']","['pekan', 'ramai', 'pusat', 'kuliner', 'wonosobo']",pekan ramai pusat kuliner wonosobo
setahun lalu,Bagus kok,Bagus kok,bagus kok,bagus kok,"['bagus', 'kok']",['bagus'],bagus
setahun lalu,"Keren banget, asri, bikin kangen.",Keren banget asri bikin kangen,keren banget asri bikin kangen,keren banget asri bikin kangen,"['keren', 'banget', 'asri', 'bikin', 'kangen']","['keren', 'banget', 'asri', 'bikin', 'kangen']",keren banget asri bikin kangen
setahun lalu,Momong anak dan jajan khas wonosobo,Momong anak dan jajan khas wonosobo,momong anak dan jajan khas wonosobo,mengasuh anak dan jajan khas wonosobo,"['mengasuh', 'anak', 'dan', 'jajan', 'khas', 'wonosobo']","['mengasuh', 'anak', 'jajan', 'khas', 'wonosobo']",asuh anak jajan khas wonosobo
setahun lalu,Luar biasa bersih rapi,Luar biasa bersih rapi,luar biasa bersih rapi,luar biasa bersih rapi,"['luar', 'biasa', 'bersih', 'rapi']","['bersih', 'rapi']",bersih rapi
setahun lalu,Wonosobo.. kota dingin dengan banyak makanan enak,Wonosobo kota dingin dengan banyak makanan enak,wonosobo kota dingin dengan banyak makanan enak,wonosobo kota dingin dengan banyak makanan enak,"['wonosobo', 'kota', 'dingin', 'dengan', 'banyak', 'makanan', 'enak']","['wonosobo', 'kota', 'dingin', 'makanan', 'enak']",wonosobo kota dingin makan enak
setahun lalu,Sejuk dan bersih. Wonosobo Asri,Sejuk dan bersih Wonosobo Asri,sejuk dan bersih wonosobo asri,sejuk dan bersih wonosobo asri,"['sejuk', 'dan', 'bersih', 'wonosobo', 'asri']","['sejuk', 'bersih', 'wonosobo', 'asri']",sejuk bersih wonosobo asri
setahun lalu,"Gabut Dari Purwokerto kesini cuma nyari tulisan Alun-alun Wonosobo, ga Nemu.",Gabut Dari Purwokerto kesini cuma nyari tulisan Alunalun Wonosobo ga Nemu,gabut dari purwokerto kesini cuma nyari tulisan alunalun wonosobo ga nemu,gabut dari purwokerto kesini cuma mencari tulisan wonosobo tidak nemu,"['gabut', 'dari', 'purwokerto', 'kesini', 'cuma', 'mencari', 'tulisan', 'wonosobo', 'tidak', 'nemu']","['gabut', 'purwokerto', 'kesini', 'mencari', 'tulisan', 'wonosobo', 'nemu']",gabut purwokerto kesini cari tulis wonosobo nemu
setahun lalu,kalau kesini jangan lupa beli dawet durian rasa mantap dan murah meriah,kalau kesini jangan lupa beli dawet durian rasa mantap dan murah meriah,kalau kesini jangan lupa beli dawet durian rasa mantap dan murah meriah,kalau kesini jangan lupa beli dawet durian rasa mantap dan murah meriah,"['kalau', 'kesini', 'jangan', 'lupa', 'beli', 'dawet', 'durian', 'rasa', 'mantap', 'dan', 'murah', 'meriah']","['kesini', 'lupa', 'beli', 'dawet', 'durian', 'mantap', 'murah', 'meriah']",kesini lupa beli dawet durian mantap murah riah
setahun lalu,Makanannya cukup terjangkau. Rekomendasi makanan ayam katsu dan Nasi goreng,Makanannya cukup terjangkau Rekomendasi makanan ayam katsu dan Nasi goreng,makanannya cukup terjangkau rekomendasi makanan ayam katsu dan nasi goreng,makanannya cukup terjangkau rekomendasi makanan ayam katsu dan nasi goreng,"['makanannya', 'cukup', 'terjangkau', 'rekomendasi', 'makanan', 'ayam', 'katsu', 'dan', 'nasi', 'goreng']","['makanannya', 'terjangkau', 'rekomendasi', 'makanan', 'ayam', 'katsu', 'nasi', 'goreng']",makan jangkau rekomendasi makan ayam katsu nasi goreng
setahun lalu,karena bagus,karena bagus,karena bagus,karena bagus,"['karena', 'bagus']",['bagus'],bagus
setahun lalu,"Sejuk tapi kurang banyak tempat nongkrong, coba di upgrade alun nya kayak Jawa Barat",Sejuk tapi kurang banyak tempat nongkrong coba di upgrade alun nya kayak Jawa Barat,sejuk tapi kurang banyak tempat nongkrong coba di upgrade alun nya kayak jawa barat,sejuk tapi kurang banyak tempat nongkrong coba di upgrade alun ya kayak jawa barat,"['sejuk', 'tapi', 'kurang', 'banyak', 'tempat', 'nongkrong', 'coba', 'di', 'upgrade', 'alun', 'ya', 'kayak', 'jawa', 'barat']","['sejuk', 'nongkrong', 'coba', 'upgrade', 'alun', 'ya', 'kayak', 'jawa', 'barat']",sejuk nongkrong coba upgrade alun ya kayak jawa barat
setahun lalu,Di sekitar nya ada banyak penyewaan mainan dan tukang jajanan.. di dekat alun alun juga ada masjid agung wonosobo dan gereja..,Di sekitar nya ada banyak penyewaan mainan dan tukang jajanan di dekat alun alun juga ada masjid agung wonosobo dan gereja,di sekitar nya ada banyak penyewaan mainan dan tukang jajanan di dekat alun alun juga ada masjid agung wonosobo dan gereja,di sekitar ya ada banyak penyewaan mainan dan tukang jajanan di dekat alun alun juga ada masjid agung wonosobo dan gereja,"['di', 'sekitar', 'ya', 'ada', 'banyak', 'penyewaan', 'mainan', 'dan', 'tukang', 'jajanan', 'di', 'dekat', 'alun', 'alun', 'juga', 'ada', 'masjid', 'agung', 'wonosobo', 'dan', 'gereja']","['ya', 'penyewaan', 'mainan', 'tukang', 'jajanan', 'alun', 'alun', 'masjid', 'agung', 'wonosobo', 'gereja']",ya sewa main tukang jajan alun alun masjid agung wonosobo gereja
setahun lalu,Bagus alun alunnya banyak mainannya..  cocok ngajak anak main disana,Bagus alun alunnya banyak mainannya  cocok ngajak anak main disana,bagus alun alunnya banyak mainannya  cocok ngajak anak main disana,bagus alun alunnya banyak mainannya cocok mengajak anak main disana,"['bagus', 'alun', 'alunnya', 'banyak', 'mainannya', 'cocok', 'mengajak', 'anak', 'main', 'disana']","['bagus', 'alun', 'alunnya', 'mainannya', 'cocok', 'mengajak', 'anak', 'main', 'disana']",bagus alun alun main cocok ajak anak main sana
setahun lalu,"Tidak banyak yang bisa dijelajahi, hanya duduk dan melihat-lihat",Tidak banyak yang bisa dijelajahi hanya duduk dan melihatlihat,tidak banyak yang bisa dijelajahi hanya duduk dan melihatlihat,tidak banyak yang bisa dijelajahi hanya duduk dan melihatlihat,"['tidak', 'banyak', 'yang', 'bisa', 'dijelajahi', 'hanya', 'duduk', 'dan', 'melihatlihat']","['dijelajahi', 'duduk', 'melihatlihat']",jajah duduk melihatlihat
setahun lalu,Pelayanan sangat  simpel cepat dan Nyaman ( SangAt bagus ),Pelayanan sangat  simpel cepat dan Nyaman  SangAt bagus ,pelayanan sangat  simpel cepat dan nyaman  sangat bagus ,pelayanan sangat simpel cepat dan nyaman sangat bagus,"['pelayanan', 'sangat', 'simpel', 'cepat', 'dan', 'nyaman', 'sangat', 'bagus']","['pelayanan', 'simpel', 'cepat', 'nyaman', 'bagus']",layan simpel cepat nyaman bagus
